,selling_price,km_driven,mileage,engine,max_power,seats,age,fuel_CNG,fuel_Diesel,fuel_LPG,fuel_Petrol,seller_type_Dealer,seller_type_Individual,seller_type_Trustmark Dealer,transmission_Automatic,transmission_Manual,owner_First Owner,owner_Fourth & Above Owner,owner_Second Owner,owner_Test Drive Car,owner_Third Owner
1743,665000,25000,21.5,1497.0,108.5,5.0,8,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1744,555000,52000,21.66,1498.0,108.62,5.0,8,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1745,560000,52000,21.66,1498.0,108.62,5.0,8,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1746,375000,80000,25.32,1198.0,77.0,6.0,9,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1747,290000,77000,19.465309615957125,19.465309615957125,1.0,19.465309615957125,14,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1748,2950000,50000,15.04,2755.0,174.5,7.0,8,0,1,0,0,0,1,0,1,0,1,0,0,0,0
1749,605000,127000,28.4,1248.0,74.02,5.0,8,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1750,720000,30000,17.5,1199.0,88.7,5.0,8,0,0,0,1,0,1,0,0,1,1,0,0,0,0
1751,800000,70000,24.52,1248.0,88.5,7.0,8,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1752,1325000,54000,16.0,2179.0,140.0,7.0,8,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1753,625000,120000,10.5,2835.0,116.9,6.0,14,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1754,350000,116500,23.0,1396.0,90.0,5.0,14,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1755,600000,145000,12.99,2494.0,100.0,8.0,13,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1756,300000,120000,18.5,1197.0,82.85,5.0,13,0,0,0,1,0,1,0,0,1,1,0,0,0,0
1757,240000,120000,13.93,2179.0,138.1,7.0,14,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1758,377000,80000,25.83,1498.0,99.0,5.0,9,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1759,450000,140000,16.02,1373.0,93.7,7.0,12,0,0,0,1,0,1,0,0,1,1,0,0,0,0
1760,160000,100000,13.9,1599.0,103.2,5.0,17,0,0,0,1,0,1,0,0,1,0,1,0,0,0
1761,525000,100000,20.14,1197.0,81.86,5.0,6,0,0,0,1,0,1,0,0,1,1,0,0,0,0
1762,550000,168000,12.8,2494.0,102.0,8.0,14,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1763,270000,120000,18.3,1991.0,147.9,5.0,15,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1764,570000,145000,23.59,1364.0,67.05,5.0,9,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1765,225000,90000,20.0,1399.0,68.0,5.0,14,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1766,590000,90000,20.14,1197.0,81.86,5.0,6,0,0,0,1,0,1,0,0,1,1,0,0,0,0
1767,1675000,80000,17.1,1956.0,170.0,5.0,7,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1768,800000,33000,19.4,1194.0,94.93,5.0,6,0,0,0,1,1,0,0,0,1,1,0,0,0,0
1769,450000,13500,18.2,1199.0,82.4,5.0,11,0,0,0,1,0,1,0,0,1,1,0,0,0,0
1770,300000,80000,17.0,1405.0,70.0,5.0,13,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1771,645000,20000,18.6,1197.0,81.83,5.0,8,0,0,0,1,0,1,0,0,1,1,0,0,0,0
1772,520000,58000,23.4,1248.0,74.0,5.0,12,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1773,200000,40000,21.1,814.0,55.2,5.0,12,0,0,0,1,0,1,0,0,1,1,0,0,0,0
1774,700000,30000,17.4,1497.0,117.3,5.0,10,0,0,0,1,0,1,0,0,1,1,0,0,0,0
1775,45000,50000,16.1,796.0,37.0,4.0,25,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1776,459999,73000,25.83,1498.0,99.0,5.0,9,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1777,325000,90000,23.2,1248.0,73.94,5.0,11,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1778,350000,50000,20.51,998.0,67.04,5.0,10,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1779,440000,80000,22.32,1582.0,126.3,5.0,14,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1780,320000,70000,21.9,1396.0,90.0,5.0,14,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1781,169000,41000,18.0,995.0,62.0,5.0,14,0,0,0,1,0,1,0,0,1,1,0,0,0,0
1782,350000,50000,16.47,1198.0,73.9,5.0,12,0,0,0,1,0,1,0,0,1,0,1,0,0,0
1783,350000,113226,19.68,1399.0,67.0,5.0,11,0,1,0,0,1,0,0,0,1,1,0,0,0,0
1784,310000,90000,20.0,1399.0,68.1,5.0,12,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1785,150000,70000,19.465309615957125,19.465309615957125,1.0,19.465309615957125,18,0,0,0,1,0,1,0,0,1,0,0,0,0,1
1786,420000,160500,13.5,2179.0,115.0,5.0,15,0,1,0,0,0,1,0,0,1,0,1,0,0,0
1787,685000,30000,19.12,1373.0,91.1,5.0,10,0,0,0,1,0,1,0,1,0,1,0,0,0,0
1788,560000,132000,19.72,1461.0,108.45,5.0,11,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1789,470000,120000,22.9,1248.0,74.0,5.0,12,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1790,380000,80000,16.2,1599.0,103.2,5.0,14,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1791,670000,57000,15.4,1997.0,120.0,7.0,10,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1792,550000,5000,22.0,1197.0,81.8,5.0,7,0,0,0,1,0,1,0,0,1,1,0,0,0,0
1793,749000,25000,17.01,1591.0,121.3,5.0,9,0,0,0,1,0,1,0,0,1,1,0,0,0,0
1794,899000,80000,19.67,1582.0,126.2,5.0,10,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1795,290000,88000,16.52,1991.0,123.7,5.0,14,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1796,869999,217000,12.99,2494.0,100.6,7.0,11,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1797,350000,60000,20.62,1198.0,67.0,7.0,10,0,0,0,1,0,1,0,0,1,1,0,0,0,0
1798,500000,43000,20.85,1197.0,83.14,5.0,8,0,0,0,1,0,1,0,0,1,1,0,0,0,0
1799,400000,77000,21.66,1498.0,103.6,5.0,11,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1800,260000,30000,25.17,799.0,53.3,5.0,9,0,0,0,1,0,1,0,0,1,1,0,0,0,0
1801,220000,40000,22.74,796.0,47.3,5.0,10,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1802,190000,139000,18.2,1248.0,73.8,8.0,11,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1803,400000,80000,18.9,1197.0,82.0,5.0,9,0,0,0,1,0,1,0,0,1,1,0,0,0,0
1804,170000,76000,25.44,936.0,56.3,5.0,11,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1805,650000,3500,18.6,1197.0,81.86,5.0,6,0,0,0,1,0,1,0,0,1,1,0,0,0,0
1806,60000,62000,16.1,796.0,37.0,4.0,18,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1807,300000,110000,12.0,2092.0,127.0,7.0,18,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1808,125000,40000,16.2,995.0,62.1,5.0,13,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1809,130000,120000,19.465309615957125,19.465309615957125,1.0,19.465309615957125,12,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1810,500000,1500000,15.1,2179.0,140.0,7.0,13,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1811,170000,70000,19.7,796.0,46.3,5.0,14,0,0,0,1,0,1,0,0,1,0,0,0,0,1
1812,310000,77000,19.3,1248.0,73.9,5.0,13,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1813,130000,110000,18.0,995.0,62.0,5.0,14,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1814,465000,20000,20.51,998.0,67.04,5.0,9,0,0,0,1,0,1,0,0,1,1,0,0,0,0
1815,160000,90000,19.465309615957125,19.465309615957125,1.0,19.465309615957125,30,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1816,800000,120005,11.0,2987.0,198.5,5.0,20,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1817,260000,16830,20.2,998.0,67.1,5.0,13,0,0,0,1,0,1,0,0,1,1,0,0,0,0
1818,500000,70000,15.96,2523.0,63.0,9.0,12,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1819,325000,38000,23.01,999.0,67.0,5.0,8,0,0,0,1,0,1,0,0,1,1,0,0,0,0
1820,400000,80000,15.96,2523.0,63.0,9.0,12,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1821,3200000,50000,14.24,2755.0,174.5,7.0,7,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1822,200000,50000,17.88,1396.0,52.8,5.0,18,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1823,450000,52000,17.21,1493.0,100.0,7.0,12,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1824,229999,50000,17.0,1405.0,70.0,5.0,13,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1825,340000,30000,21.1,814.0,55.2,5.0,9,0,0,0,1,0,1,0,0,1,1,0,0,0,0
1826,550000,103000,15.96,2523.0,62.1,7.0,11,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1827,975000,93468,11.4,2953.0,153.86,7.0,14,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1829,225000,80000,14.0,1595.0,102.0,5.0,15,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1831,280000,70000,25.0,1396.0,69.0,5.0,12,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1833,259000,35000,23.03,1396.0,69.0,5.0,13,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1834,3200000,60000,15.04,2755.0,174.5,7.0,7,0,1,0,0,0,1,0,1,0,1,0,0,0,0
1835,1400000,30000,16.0,1997.0,140.0,7.0,7,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1836,416000,40000,17.01,1499.0,110.4,5.0,10,0,0,0,1,0,1,0,1,0,1,0,0,0,0
1837,250000,70000,19.0,1248.0,90.0,5.0,14,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1838,210000,120000,21.12,1248.0,88.8,5.0,15,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1839,290000,120000,12.05,2179.0,120.0,8.0,17,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1840,220000,90000,23.03,1396.0,69.0,5.0,13,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1841,246000,35000,23.03,1396.0,69.0,5.0,13,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1842,260000,30000,16.8,796.0,34.2,8.0,7,0,0,0,1,0,1,0,0,1,1,0,0,0,0
1843,1050000,70000,21.38,1396.0,88.7,5.0,7,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1847,550000,20000,20.4,1197.0,81.8,5.0,9,0,0,0,1,0,1,0,0,1,1,0,0,0,0
1848,450000,70000,19.09,1405.0,69.01,5.0,8,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1849,773000,65000,17.8,1497.0,117.3,5.0,9,0,0,0,1,0,1,0,0,1,1,0,0,0,0
1850,450000,25000,23.84,1199.0,84.0,5.0,8,0,0,0,1,0,1,0,0,1,1,0,0,0,0
1851,409999,10000,15.37,1196.0,73.0,5.0,6,0,0,0,1,0,1,0,0,1,1,0,0,0,0
1852,45000,35000,16.1,796.0,37.0,4.0,22,0,0,0,1,0,1,0,0,1,0,1,0,0,0
1853,600000,80000,11.07,2496.0,179.5,5.0,11,0,0,0,1,0,1,0,1,0,0,0,1,0,0
1854,250000,63000,18.6,1199.0,79.4,5.0,15,0,0,0,1,0,1,0,0,1,1,0,0,0,0
1855,70000,100000,16.8,1405.0,62.0,5.0,17,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1866,430000,16589,20.51,998.0,67.04,5.0,7,0,0,0,1,0,0,1,0,1,1,0,0,0,0
1868,675000,53201,17.8,1497.0,117.3,5.0,9,0,0,0,1,0,0,1,0,1,0,0,1,0,0
1869,570000,25272,21.01,1197.0,81.8,5.0,8,0,0,0,1,0,0,1,0,1,1,0,0,0,0
1870,850000,53619,24.3,1248.0,88.5,5.0,8,0,1,0,0,0,0,1,0,1,1,0,0,0,0
1874,640000,6001,15.9,1496.0,120.69,5.0,7,0,0,0,1,1,0,0,0,1,1,0,0,0,0
1875,250000,80000,19.09,1405.0,69.01,5.0,12,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1876,1250000,12000,19.6,1461.0,108.45,5.0,7,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1877,889000,25000,17.0,1497.0,121.31,5.0,8,0,0,0,1,0,1,0,0,1,1,0,0,0,0
1878,750000,40000,22.54,1396.0,88.73,5.0,8,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1879,320000,130000,17.8,1248.0,75.0,5.0,15,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1880,600000,202000,17.67,1968.0,138.08,5.0,14,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1881,1000000,40000,28.09,1248.0,88.5,5.0,7,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1882,110000,70000,17.3,993.0,60.0,5.0,25,0,0,0,1,0,1,0,0,1,0,1,0,0,0
1883,250000,120000,17.7,1497.0,78.0,5.0,17,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1884,600000,60000,26.59,1248.0,74.0,5.0,10,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1885,165000,60000,19.0,998.0,67.1,5.0,16,0,0,0,1,0,1,0,0,1,1,0,0,0,0
1886,118000,60000,19.7,796.0,46.3,5.0,21,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1887,700000,78000,27.39,1248.0,74.0,5.0,9,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1888,585000,80000,20.46,1461.0,83.8,5.0,12,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1889,120000,120000,19.7,796.0,46.3,5.0,19,0,0,0,1,0,1,0,0,1,0,1,0,0,0
1890,65000,90000,16.1,796.0,37.0,4.0,22,0,0,0,1,0,1,0,0,1,0,1,0,0,0
1891,150000,100000,19.7,796.0,46.3,5.0,19,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1892,150000,70000,19.7,796.0,46.3,5.0,16,0,0,0,1,0,1,0,0,1,0,1,0,0,0
1893,170000,160000,13.1,1493.0,82.0,5.0,21,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1894,250000,120000,10.5,2179.0,120.0,8.0,19,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1895,100000,100000,13.1,1493.0,82.0,5.0,20,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1896,599000,60000,20.77,1248.0,88.76,7.0,12,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1897,250000,135000,18.3,1991.0,147.9,5.0,15,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1898,570000,90000,20.4,1197.0,81.8,5.0,9,0,0,0,1,0,1,0,0,1,1,0,0,0,0
1899,440000,75000,22.07,1199.0,73.9,5.0,12,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1900,300000,185000,11.4,2494.0,100.6,7.0,20,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1901,300000,71717,19.34,1198.0,76.0,5.0,10,0,0,0,1,0,1,0,1,0,0,0,1,0,0
1902,500000,150000,11.79,2179.0,120.0,8.0,14,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1903,660000,55000,26.59,1248.0,74.0,5.0,9,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1904,256000,90000,15.3,1596.0,99.6,5.0,13,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1905,409999,35000,23.01,999.0,67.0,5.0,7,0,0,0,1,0,1,0,0,1,1,0,0,0,0
1906,1888000,120000,12.55,2982.0,168.5,7.0,10,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1907,250000,100000,13.45,1086.0,62.1,5.0,14,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1908,280000,40000,12.9,1799.0,130.0,5.0,16,0,0,0,1,0,1,0,1,0,0,0,0,0,1
1909,300000,100000,13.0,2489.0,95.0,8.0,15,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1910,900000,120000,14.1,2179.0,147.94,5.0,9,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1911,190000,60000,19.0,998.0,67.1,5.0,11,0,0,0,1,0,1,0,0,1,1,0,0,0,0
1912,800000,2000,15.96,2523.0,63.0,9.0,6,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1913,450000,100000,14.0,2523.0,75.0,8.0,13,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1914,400000,110000,14.95,2489.0,93.7,7.0,10,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1915,150000,90000,13.93,2179.0,138.1,7.0,16,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1916,200000,84321,23.57,1396.0,70.0,5.0,14,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1917,600000,177000,15.1,2179.0,140.0,7.0,12,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1918,175000,60000,18.0,1248.0,75.0,5.0,15,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1919,99000,205000,19.09,1396.0,69.0,5.0,17,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1920,215000,70000,20.36,1197.0,78.9,5.0,17,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1921,190000,70000,19.465309615957125,19.465309615957125,1.0,19.465309615957125,14,0,0,0,1,0,1,0,0,1,0,0,0,0,1
1922,520000,126000,19.01,1461.0,108.45,5.0,12,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1923,2280000,120000,10.91,3198.0,197.0,7.0,9,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1924,285000,70000,19.1,1405.0,70.0,5.0,10,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1925,660000,82000,18.49,1493.0,100.0,7.0,8,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1926,31504,110000,16.1,796.0,37.0,4.0,21,0,0,0,1,0,1,0,0,1,0,0,0,0,1
1927,515000,45000,20.85,1197.0,83.14,5.0,10,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1928,295000,70000,21.64,1461.0,84.8,5.0,13,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1929,700000,80000,20.45,1461.0,83.8,5.0,10,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1930,1100000,45000,15.4,2179.0,120.0,7.0,8,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1931,300000,60000,20.3,998.0,68.05,5.0,8,0,0,0,1,0,1,0,0,1,1,0,0,0,0
1932,450000,41800,18.6,1197.0,85.8,5.0,12,0,0,0,1,0,1,0,0,1,1,0,0,0,0
1933,135000,132000,19.465309615957125,19.465309615957125,1.0,19.465309615957125,15,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1934,700000,50000,28.4,1248.0,74.02,5.0,8,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1935,250000,40000,20.0,1399.0,68.0,5.0,13,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1936,140000,96000,18.9,1061.0,67.0,5.0,16,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1937,250000,117000,14.0,2498.0,112.0,8.0,13,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1938,210000,110000,19.81,1086.0,68.05,5.0,14,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1939,420000,100000,25.8,1498.0,98.6,5.0,11,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1940,130000,88700,19.7,796.0,46.3,5.0,18,0,0,0,1,0,1,0,0,1,0,0,0,0,1
1941,320000,70000,16.95,1498.0,97.7,5.0,13,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1942,200000,110000,17.3,1061.0,64.0,5.0,15,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1943,310000,15000,22.74,796.0,47.3,5.0,9,0,0,0,1,0,1,0,0,1,1,0,0,0,0
1944,200000,80000,20.8,1461.0,65.0,5.0,13,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1945,350000,50000,18.5,1197.0,85.8,5.0,11,0,0,0,1,0,1,0,0,1,1,0,0,0,0
1946,444000,15000,21.1,814.0,55.2,5.0,7,0,0,0,1,0,1,0,0,1,1,0,0,0,0
1947,300000,25000,22.7,799.0,53.64,5.0,8,0,0,0,1,0,1,0,0,1,1,0,0,0,0
1948,225000,57000,21.0,1461.0,64.1,5.0,14,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1949,600000,75000,15.96,2523.0,62.1,7.0,13,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1950,260000,26000,15.37,1196.0,73.0,5.0,12,0,0,0,1,0,1,0,0,1,1,0,0,0,0
1951,375000,160000,24.4,1120.0,71.01,5.0,10,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1953,150000,120000,19.7,796.0,46.3,5.0,15,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1954,110000,50000,19.7,796.0,46.3,5.0,11,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1955,225000,40000,19.7,796.0,46.3,5.0,13,0,0,0,1,0,1,0,0,1,1,0,0,0,0
1956,400000,90000,19.465309615957125,19.465309615957125,1.0,19.465309615957125,14,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1957,93000,120000,19.465309615957125,19.465309615957125,1.0,19.465309615957125,20,0,0,0,1,0,1,0,0,1,0,0,0,0,1
1958,860000,28000,17.8,1497.0,117.3,5.0,8,0,0,0,1,0,1,0,0,1,1,0,0,0,0
1959,650000,50000,28.4,1248.0,74.02,5.0,7,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1960,650000,90000,20.77,1248.0,88.8,7.0,11,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1961,710000,40000,24.8,1396.0,88.7,5.0,9,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1962,430000,113000,25.83,1498.0,99.0,5.0,8,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1963,305000,188000,17.8,1248.0,75.0,5.0,14,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1964,220000,100000,20.0,1399.0,68.0,5.0,14,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1965,150000,225000,14.0,1948.0,90.0,9.0,15,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1966,660000,67000,18.49,1493.0,100.0,7.0,8,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1967,140000,70000,25.44,936.0,57.6,5.0,14,0,1,0,0,0,1,0,0,1,0,1,0,0,0
1968,1100000,50000,14.28,1798.0,138.03,5.0,10,0,0,0,1,0,1,0,0,1,1,0,0,0,0
1969,2450000,60000,16.36,2179.0,187.7,5.0,12,0,1,0,0,0,1,0,1,0,1,0,0,0,0
1970,625000,34000,22.0,1498.0,108.495,5.0,8,0,1,0,0,0,1,0,1,0,1,0,0,0,0
1971,198000,110000,12.8,1493.0,100.0,5.0,21,0,0,0,1,0,1,0,0,1,0,0,0,0,1
1972,60000,71000,19.465309615957125,19.465309615957125,1.0,19.465309615957125,24,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1973,130000,140000,18.9,998.0,67.1,5.0,20,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1974,540000,100000,16.8,1497.0,116.3,5.0,13,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1975,550000,10000,18.9,1197.0,81.86,5.0,8,0,0,0,1,0,1,0,1,0,1,0,0,0,0
1976,475000,30000,21.63,998.0,67.04,5.0,7,0,0,0,1,0,1,0,0,1,1,0,0,0,0
1977,2825000,22000,15.73,1968.0,174.33,5.0,8,0,1,0,0,1,0,0,1,0,1,0,0,0,0
1978,2125000,5500,26.8,1597.0,118.0,5.0,5,0,1,0,0,1,0,0,0,1,1,0,0,0,0
1979,3350000,18000,19.62,1998.0,190.0,5.0,7,0,1,0,0,1,0,0,1,0,1,0,0,0,0
1980,1800000,20000,11.36,2755.0,171.5,8.0,7,0,1,0,0,1,0,0,1,0,1,0,0,0,0
1981,540000,7000,20.3,1086.0,68.0,5.0,7,0,0,0,1,1,0,0,0,1,1,0,0,0,0
1982,910000,20000,17.0,2596.0,80.8,5.0,7,0,1,0,0,1,0,0,0,1,1,0,0,0,0
1983,484999,4875,21.63,998.0,67.04,5.0,6,0,0,0,1,1,0,0,0,1,1,0,0,0,0
1984,1950000,2700,17.01,1582.0,126.2,5.0,5,0,1,0,0,1,0,0,1,0,1,0,0,0,0
1985,950000,58511,24.3,1248.0,88.5,5.0,7,0,1,0,0,1,0,0,0,1,1,0,0,0,0
1986,365000,105000,25.83,1498.0,99.0,5.0,10,0,1,0,0,1,0,0,0,1,1,0,0,0,0
1987,900000,26235,16.55,2498.0,105.0,6.0,7,0,1,0,0,1,0,0,0,1,1,0,0,0,0
1988,919999,26766,21.5,1497.0,108.5,5.0,8,0,1,0,0,1,0,0,0,1,1,0,0,0,0
1989,1900000,1600,13.96,1451.0,141.0,5.0,5,0,0,0,1,1,0,0,1,0,1,0,0,0,0
1990,2950000,46000,15.8,2148.0,170.0,5.0,7,0,1,0,0,1,0,0,0,1,1,0,0,0,0
1991,1075000,23000,17.3,1497.0,121.0,7.0,6,0,1,0,0,1,0,0,0,1,1,0,0,0,0
1992,600000,24522,20.4,1197.0,81.8,5.0,8,0,0,0,1,1,0,0,0,1,1,0,0,0,0
1993,3200000,13663,22.69,1995.0,190.0,5.0,8,0,1,0,0,1,0,0,1,0,1,0,0,0,0
1994,2600000,11000,19.3,1968.0,141.0,5.0,6,0,1,0,0,1,0,0,1,0,1,0,0,0,0
1995,839000,63000,24.3,1248.0,88.5,5.0,9,0,1,0,0,1,0,0,0,1,1,0,0,0,0
1996,635000,2000,16.2,1199.0,74.0,5.0,6,0,0,0,1,1,0,0,0,1,1,0,0,0,0
1997,550000,300000,12.05,2179.0,120.0,8.0,11,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1998,180000,190000,19.2,1461.0,65.0,5.0,14,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1999,650000,80000,26.0,1498.0,98.6,5.0,10,0,1,0,0,0,1,0,0,1,1,0,0,0,0
2000,350000,80000,16.0,1198.0,90.0,5.0,14,0,0,0,1,0,1,0,0,1,0,0,1,0,0
2001,265000,54000,23.95,998.0,67.05,5.0,10,0,0,0,1,0,1,0,0,1,1,0,0,0,0
2002,330000,30000,23.01,999.0,67.0,5.0,7,0,0,0,1,0,1,0,0,1,1,0,0,0,0
2003,395000,5000,15.37,1196.0,73.0,7.0,6,0,0,0,1,0,1,0,0,1,1,0,0,0,0
2004,700000,58945,18.49,1493.0,100.0,7.0,10,0,1,0,0,0,1,0,0,1,1,0,0,0,0
2005,300000,90000,20.0,1399.0,68.0,5.0,13,0,1,0,0,0,1,0,0,1,1,0,0,0,0
2006,650000,375000,12.8,2494.0,102.0,8.0,14,0,1,0,0,0,1,0,0,1,1,0,0,0,0
2007,625000,160000,20.77,1248.0,88.76,7.0,12,0,1,0,0,0,1,0,0,1,0,0,0,0,1
2008,425000,80000,15.11,1598.0,103.6,5.0,11,0,1,0,0,0,1,0,0,1,0,0,1,0,0
