,selling_price,km_driven,mileage,engine,max_power,seats,age,fuel_CNG,fuel_Diesel,fuel_LPG,fuel_Petrol,seller_type_Dealer,seller_type_Individual,seller_type_Trustmark Dealer,transmission_Automatic,transmission_Manual,owner_First Owner,owner_Fourth & Above Owner,owner_Second Owner,owner_Test Drive Car,owner_Third Owner,brand_freq
1727,190000,60000,19.0,998.0,67.1,5.0,11,0,0,0,1,0,1,0,0,1,1,0,0,0,0,2844
1728,800000,2000,15.96,2523.0,63.0,9.0,6,0,1,0,0,0,1,0,0,1,1,0,0,0,0,300
1729,450000,100000,14.0,2523.0,75.0,8.0,13,0,1,0,0,0,1,0,0,1,1,0,0,0,0,313
1730,400000,110000,14.95,2489.0,93.7,7.0,10,0,1,0,0,0,1,0,0,1,1,0,0,0,0,306
1731,150000,90000,13.93,2179.0,138.1,7.0,16,0,1,0,0,0,1,0,0,1,0,0,1,0,0,300
1732,200000,84321,23.57,1396.0,70.0,5.0,14,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1099
1733,600000,177000,15.1,2179.0,140.0,7.0,12,0,1,0,0,0,1,0,0,1,1,0,0,0,0,2844
1734,175000,60000,18.0,1248.0,75.0,5.0,15,0,1,0,0,0,1,0,0,1,1,0,0,0,0,2844
1735,99000,205000,19.09,1396.0,69.0,5.0,17,0,1,0,0,0,1,0,0,1,0,0,1,0,0,2844
1736,215000,70000,20.36,1197.0,78.9,5.0,17,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1099
1737,190000,70000,19.465309615957125,19.465309615957125,1.0,19.465309615957125,14,0,0,0,1,0,1,0,0,1,0,0,0,0,1,550
1738,520000,126000,19.01,1461.0,108.45,5.0,12,0,1,0,0,0,1,0,0,1,0,0,1,0,0,637
1739,2280000,120000,10.91,3198.0,197.0,7.0,9,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1099
1740,285000,70000,19.1,1405.0,70.0,5.0,10,0,1,0,0,0,1,0,0,1,1,0,0,0,0,550
1741,660000,82000,18.49,1493.0,100.0,7.0,8,0,1,0,0,0,1,0,0,1,1,0,0,0,0,2844
1742,31504,110000,16.1,796.0,37.0,4.0,21,0,0,0,1,0,1,0,0,1,0,0,0,0,1,2844
1743,515000,45000,20.85,1197.0,83.14,5.0,10,0,0,0,1,0,1,0,0,1,0,0,1,0,0,550
1744,295000,70000,21.64,1461.0,84.8,5.0,13,0,1,0,0,0,1,0,0,1,0,0,1,0,0,142
1745,700000,80000,20.45,1461.0,83.8,5.0,10,0,1,0,0,0,1,0,0,1,0,0,1,0,0,142
1746,1100000,45000,15.4,2179.0,120.0,7.0,8,0,1,0,0,0,1,0,0,1,1,0,0,0,0,637
1747,300000,60000,20.3,998.0,68.05,5.0,8,0,0,0,1,0,1,0,0,1,1,0,0,0,0,2844
1748,450000,41800,18.6,1197.0,85.8,5.0,12,0,0,0,1,0,1,0,0,1,1,0,0,0,0,313
1749,135000,132000,19.465309615957125,19.465309615957125,1.0,19.465309615957125,15,0,0,0,1,0,1,0,0,1,0,0,1,0,0,2844
1750,700000,50000,28.4,1248.0,74.02,5.0,8,0,1,0,0,0,1,0,0,1,0,0,1,0,0,300
1751,250000,40000,20.0,1399.0,68.0,5.0,13,0,1,0,0,0,1,0,0,1,1,0,0,0,0,2844
1752,140000,96000,18.9,1061.0,67.0,5.0,16,0,0,0,1,0,1,0,0,1,0,0,1,0,0,637
1753,250000,117000,14.0,2498.0,112.0,8.0,13,0,1,0,0,0,1,0,0,1,1,0,0,0,0,47
1754,210000,110000,19.81,1086.0,68.05,5.0,14,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1099
1755,420000,100000,25.8,1498.0,98.6,5.0,11,0,1,0,0,0,1,0,0,1,0,0,1,0,0,313
1756,130000,88700,19.7,796.0,46.3,5.0,18,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1099
1757,320000,70000,16.95,1498.0,97.7,5.0,13,0,0,0,1,0,1,0,0,1,0,0,1,0,0,550
1758,200000,110000,17.3,1061.0,64.0,5.0,15,0,0,0,1,0,1,0,0,1,0,0,1,0,0,306
1759,310000,15000,22.74,796.0,47.3,5.0,9,0,0,0,1,0,1,0,0,1,1,0,0,0,0,2844
1760,200000,80000,20.8,1461.0,65.0,5.0,13,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1099
1761,350000,50000,18.5,1197.0,85.8,5.0,11,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1099
1762,444000,15000,21.1,814.0,55.2,5.0,7,0,0,0,1,0,1,0,0,1,1,0,0,0,0,313
1763,300000,25000,22.7,799.0,53.64,5.0,8,0,0,0,1,0,1,0,0,1,1,0,0,0,0,175
1764,225000,57000,21.0,1461.0,64.1,5.0,14,0,1,0,0,0,1,0,0,1,0,0,1,0,0,313
1765,600000,75000,15.96,2523.0,62.1,7.0,13,0,1,0,0,0,1,0,0,1,1,0,0,0,0,306
1766,260000,26000,15.37,1196.0,73.0,5.0,12,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1099
1767,375000,160000,24.4,1120.0,71.01,5.0,10,0,1,0,0,0,1,0,0,1,1,0,0,0,0,20
1768,150000,120000,19.7,796.0,46.3,5.0,15,0,0,0,1,0,1,0,0,1,0,0,1,0,0,306
1769,110000,50000,19.7,796.0,46.3,5.0,11,0,0,0,1,0,1,0,0,1,0,0,1,0,0,175
1770,225000,40000,19.7,796.0,46.3,5.0,13,0,0,0,1,0,1,0,0,1,1,0,0,0,0,550
1771,400000,90000,19.465309615957125,19.465309615957125,1.0,19.465309615957125,14,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1099
1772,93000,120000,19.465309615957125,19.465309615957125,1.0,19.465309615957125,20,0,0,0,1,0,1,0,0,1,0,0,0,0,1,2844
1773,860000,28000,17.8,1497.0,117.3,5.0,8,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1099
1774,650000,50000,28.4,1248.0,74.02,5.0,7,0,1,0,0,0,1,0,0,1,1,0,0,0,0,300
1775,650000,90000,20.77,1248.0,88.8,7.0,11,0,1,0,0,0,1,0,0,1,1,0,0,0,0,2844
1776,710000,40000,24.8,1396.0,88.7,5.0,9,0,1,0,0,0,1,0,0,1,1,0,0,0,0,306
1777,430000,113000,25.83,1498.0,99.0,5.0,8,0,1,0,0,0,1,0,0,1,1,0,0,0,0,2844
1778,305000,188000,17.8,1248.0,75.0,5.0,14,0,1,0,0,0,1,0,0,1,0,0,1,0,0,2844
1779,220000,100000,20.0,1399.0,68.0,5.0,14,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1099
1780,150000,225000,14.0,1948.0,90.0,9.0,15,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1099
1781,660000,67000,18.49,1493.0,100.0,7.0,8,0,1,0,0,0,1,0,0,1,0,0,1,0,0,175
1782,140000,70000,25.44,936.0,57.6,5.0,14,0,1,0,0,0,1,0,0,1,0,1,0,0,0,142
1783,1100000,50000,14.28,1798.0,138.03,5.0,10,0,0,0,1,0,1,0,0,1,1,0,0,0,0,306
1784,2450000,60000,16.36,2179.0,187.7,5.0,12,0,1,0,0,0,1,0,1,0,1,0,0,0,0,306
1785,625000,34000,22.0,1498.0,108.495,5.0,8,0,1,0,0,0,1,0,1,0,1,0,0,0,0,2844
1786,198000,110000,12.8,1493.0,100.0,5.0,21,0,0,0,1,0,1,0,0,1,0,0,0,0,1,637
1787,60000,71000,19.465309615957125,19.465309615957125,1.0,19.465309615957125,24,0,0,0,1,0,1,0,0,1,0,0,1,0,0,2844
1788,130000,140000,18.9,998.0,67.1,5.0,20,0,0,0,1,0,1,0,0,1,0,0,1,0,0,177
1789,540000,100000,16.8,1497.0,116.3,5.0,13,0,0,0,1,0,1,0,0,1,0,0,1,0,0,2844
1790,550000,10000,18.9,1197.0,81.86,5.0,8,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1099
1791,475000,30000,21.63,998.0,67.04,5.0,7,0,0,0,1,0,1,0,0,1,1,0,0,0,0,637
1792,2825000,22000,15.73,1968.0,174.33,5.0,8,0,1,0,0,1,0,0,1,0,1,0,0,0,0,2844
1793,2125000,5500,26.8,1597.0,118.0,5.0,5,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1099
1794,3350000,18000,19.62,1998.0,190.0,5.0,7,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1099
1795,1800000,20000,11.36,2755.0,171.5,8.0,7,0,1,0,0,1,0,0,1,0,1,0,0,0,0,175
1796,540000,7000,20.3,1086.0,68.0,5.0,7,0,0,0,1,1,0,0,0,1,1,0,0,0,0,313
1797,910000,20000,17.0,2596.0,80.8,5.0,7,0,1,0,0,1,0,0,0,1,1,0,0,0,0,49
1798,484999,4875,21.63,998.0,67.04,5.0,6,0,0,0,1,1,0,0,0,1,1,0,0,0,0,2844
1799,1950000,2700,17.01,1582.0,126.2,5.0,5,0,1,0,0,1,0,0,1,0,1,0,0,0,0,58
1800,950000,58511,24.3,1248.0,88.5,5.0,7,0,1,0,0,1,0,0,0,1,1,0,0,0,0,177
1801,365000,105000,25.83,1498.0,99.0,5.0,10,0,1,0,0,1,0,0,0,1,1,0,0,0,0,2844
1802,900000,26235,16.55,2498.0,105.0,6.0,7,0,1,0,0,1,0,0,0,1,1,0,0,0,0,175
1803,919999,26766,21.5,1497.0,108.5,5.0,8,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1099
1804,1900000,1600,13.96,1451.0,141.0,5.0,5,0,0,0,1,1,0,0,1,0,1,0,0,0,0,175
1805,2950000,46000,15.8,2148.0,170.0,5.0,7,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1099
1806,1075000,23000,17.3,1497.0,121.0,7.0,6,0,1,0,0,1,0,0,0,1,1,0,0,0,0,2844
1807,600000,24522,20.4,1197.0,81.8,5.0,8,0,0,0,1,1,0,0,0,1,1,0,0,0,0,550
1808,3200000,13663,22.69,1995.0,190.0,5.0,8,0,1,0,0,1,0,0,1,0,1,0,0,0,0,175
1809,2600000,11000,19.3,1968.0,141.0,5.0,6,0,1,0,0,1,0,0,1,0,1,0,0,0,0,550
1810,839000,63000,24.3,1248.0,88.5,5.0,9,0,1,0,0,1,0,0,0,1,1,0,0,0,0,637
1811,635000,2000,16.2,1199.0,74.0,5.0,6,0,0,0,1,1,0,0,0,1,1,0,0,0,0,2844
1812,550000,300000,12.05,2179.0,120.0,8.0,11,0,1,0,0,0,1,0,0,1,0,0,0,0,1,2844
1813,180000,190000,19.2,1461.0,65.0,5.0,14,0,1,0,0,0,1,0,0,1,0,0,0,0,1,175
1814,650000,80000,26.0,1498.0,98.6,5.0,10,0,1,0,0,0,1,0,0,1,1,0,0,0,0,2844
1815,350000,80000,16.0,1198.0,90.0,5.0,14,0,0,0,1,0,1,0,0,1,0,0,1,0,0,637
1816,265000,54000,23.95,998.0,67.05,5.0,10,0,0,0,1,0,1,0,0,1,1,0,0,0,0,38
1817,330000,30000,23.01,999.0,67.0,5.0,7,0,0,0,1,0,1,0,0,1,1,0,0,0,0,2844
1818,395000,5000,15.37,1196.0,73.0,7.0,6,0,0,0,1,0,1,0,0,1,1,0,0,0,0,637
1819,700000,58945,18.49,1493.0,100.0,7.0,10,0,1,0,0,0,1,0,0,1,1,0,0,0,0,177
1820,300000,90000,20.0,1399.0,68.0,5.0,13,0,1,0,0,0,1,0,0,1,1,0,0,0,0,637
1821,650000,375000,12.8,2494.0,102.0,8.0,14,0,1,0,0,0,1,0,0,1,1,0,0,0,0,313
1822,625000,160000,20.77,1248.0,88.76,7.0,12,0,1,0,0,0,1,0,0,1,0,0,0,0,1,550
1823,425000,80000,15.11,1598.0,103.6,5.0,11,0,1,0,0,0,1,0,0,1,0,0,1,0,0,637
1824,55000,50000,16.1,796.0,37.0,4.0,21,0,0,0,1,0,1,0,0,1,0,0,0,0,1,550
1825,250000,80000,19.09,1405.0,69.01,5.0,10,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1099
1826,459999,156975,15.96,2523.0,62.1,9.0,10,0,1,0,0,0,1,0,0,1,1,0,0,0,0,637
1827,1594000,5000,21.43,1364.0,86.79,5.0,8,0,1,0,0,0,1,0,0,1,1,0,0,0,0,306
1828,300000,50000,18.2,1199.0,82.4,5.0,11,0,0,0,1,0,1,0,0,1,1,0,0,0,0,2844
1829,950000,27620,22.77,1498.0,98.59,5.0,7,0,1,0,0,1,0,0,0,1,1,0,0,0,0,142
1830,484999,120000,12.05,2179.0,120.0,9.0,12,0,1,0,0,0,1,0,0,1,1,0,0,0,0,2844
1831,161000,120000,14.0,2498.0,112.0,8.0,16,0,1,0,0,0,1,0,0,1,0,0,0,0,1,550
1832,500000,58000,17.19,1197.0,81.86,5.0,10,0,0,0,1,0,1,0,0,1,1,0,0,0,0,2844
1833,350000,50000,16.95,1498.0,97.7,5.0,13,0,0,0,1,0,1,0,0,1,1,0,0,0,0,550
1834,550000,40000,20.89,1197.0,81.8,5.0,8,0,0,0,1,0,1,0,1,0,1,0,0,0,0,313
1835,850000,7800,17.5,1199.0,88.7,5.0,7,0,0,0,1,0,1,0,0,1,1,0,0,0,0,637
1836,240000,50000,22.74,796.0,47.3,5.0,9,0,0,0,1,0,1,0,0,1,1,0,0,0,0,306
1837,950000,68000,13.1,2499.0,141.0,7.0,14,0,1,0,0,0,1,0,0,1,1,0,0,0,0,550
1838,423000,60000,16.02,1373.0,93.7,7.0,10,0,0,0,1,0,1,0,0,1,0,0,1,0,0,550
1839,90000,74000,12.8,1396.0,85.0,5.0,20,0,0,0,1,0,1,0,0,1,0,0,1,0,0,637
1840,350000,58000,13.93,2179.0,138.1,7.0,14,0,1,0,0,0,1,0,0,1,0,0,1,0,0,550
1841,170000,70000,19.0,998.0,66.1,5.0,14,0,0,0,1,0,1,0,0,1,0,0,0,0,1,550
1842,450000,70000,18.16,1196.0,86.8,5.0,10,0,0,0,1,0,1,0,0,1,1,0,0,0,0,2844
1843,150000,110000,20.36,1197.0,78.9,5.0,16,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1099
1844,75000,80000,19.465309615957125,19.465309615957125,1.0,19.465309615957125,23,0,0,0,1,0,1,0,0,1,0,0,0,0,1,2844
1845,511000,80000,22.54,1396.0,88.73,5.0,9,0,1,0,0,0,1,0,0,1,1,0,0,0,0,2844
1846,850000,59000,24.2,1498.0,93.87,7.0,7,0,1,0,0,0,1,0,0,1,1,0,0,0,0,2844
1847,250000,110000,25.0,1396.0,69.0,5.0,7,0,1,0,0,0,1,0,0,1,1,0,0,0,0,2844
1848,420000,25000,21.63,998.0,67.04,5.0,5,0,0,0,1,0,1,0,0,1,1,0,0,0,0,550
1849,180000,55000,22.74,796.0,47.3,5.0,11,0,0,0,1,0,1,0,0,1,1,0,0,0,0,300
1850,400000,25000,27.62,793.0,47.0,5.0,10,0,1,0,0,0,1,0,0,1,1,0,0,0,0,550
1851,150000,300000,14.0,2498.0,112.0,7.0,16,0,1,0,0,0,1,0,0,1,1,0,0,0,0,2844
1852,500000,143200,25.83,1498.0,99.0,5.0,9,0,1,0,0,0,1,0,0,1,1,0,0,0,0,2844
1853,1689999,60000,17.1,1956.0,170.0,5.0,8,0,1,0,0,0,1,0,0,1,1,0,0,0,0,64
1854,204999,120000,23.08,1461.0,63.1,5.0,13,0,1,0,0,0,1,0,0,1,1,0,0,0,0,175
1855,459999,145000,26.21,1248.0,88.5,5.0,11,0,1,0,0,0,1,0,0,1,0,0,1,0,0,550
1856,600000,30000,18.6,1197.0,81.83,5.0,8,0,0,0,1,0,1,0,0,1,1,0,0,0,0,2844
1857,585000,8000,18.9,1197.0,81.86,5.0,6,0,0,0,1,0,1,0,0,1,1,0,0,0,0,2844
1858,551000,170000,13.1,2499.0,141.0,7.0,13,0,1,0,0,0,1,0,0,1,1,0,0,0,0,2844
1859,525000,100000,23.4,1248.0,74.0,5.0,12,0,1,0,0,0,1,0,0,1,1,0,0,0,0,2844
1860,160000,62000,14.0,796.0,35.0,5.0,13,0,0,0,1,0,1,0,0,1,1,0,0,0,0,2844
1861,825000,110000,15.1,2179.0,140.0,7.0,11,0,1,0,0,0,1,0,0,1,1,0,0,0,0,2844
1862,127000,137000,19.465309615957125,19.465309615957125,1.0,19.465309615957125,18,1,0,0,0,0,1,0,0,1,1,0,0,0,0,2844
1863,600000,80000,13.58,2499.0,72.4,9.0,10,0,1,0,0,0,1,0,0,1,0,0,1,0,0,2844
1864,65000,80000,17.3,993.0,60.0,5.0,23,0,0,0,1,0,1,0,0,1,0,0,1,0,0,2844
1865,550000,100000,23.4,1248.0,74.0,5.0,12,0,1,0,0,0,1,0,0,1,1,0,0,0,0,2844
1866,650000,120000,15.96,2523.0,63.0,9.0,10,0,1,0,0,0,1,0,0,1,1,0,0,0,0,2844
1867,750000,24000,28.4,1248.0,74.02,5.0,6,0,1,0,0,0,1,0,0,1,1,0,0,0,0,2844
1868,380000,80000,25.32,1198.0,77.0,6.0,8,0,1,0,0,0,1,0,0,1,1,0,0,0,0,300
1869,400000,138000,22.32,1582.0,126.32,5.0,13,0,1,0,0,0,1,0,0,1,1,0,0,0,0,2844
1870,50000,147000,18.9,998.0,67.1,5.0,22,0,0,0,1,0,1,0,0,1,0,1,0,0,0,2844
1871,750000,60000,18.49,1493.0,100.0,7.0,8,0,1,0,0,0,1,0,0,1,1,0,0,0,0,2844
1872,150000,80000,18.0,995.0,62.0,5.0,14,0,0,0,1,0,1,0,0,1,1,0,0,0,0,2844
1873,245000,50000,22.74,796.0,47.3,5.0,9,0,0,0,1,0,1,0,0,1,1,0,0,0,0,2844
1874,260000,189000,21.02,1248.0,88.76,5.0,12,0,1,0,0,0,1,0,0,1,1,0,0,0,0,306
1875,411000,90000,21.21,1498.0,103.2,5.0,11,0,1,0,0,0,1,0,1,0,0,0,1,0,0,550
1876,450000,56000,21.9,1396.0,88.76,5.0,11,0,1,0,0,0,1,0,0,1,1,0,0,0,0,177
1877,1300000,140000,18.88,1995.0,184.0,5.0,13,0,1,0,0,0,1,0,1,0,0,0,1,0,0,306
1878,351000,60000,23.1,998.0,67.04,5.0,9,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1099
1879,550000,130000,15.1,2179.0,140.0,7.0,13,0,1,0,0,0,1,0,0,1,1,0,0,0,0,2844
1880,1300000,140000,18.88,1995.0,184.0,5.0,12,0,1,0,0,0,1,0,1,0,0,0,1,0,0,58
1881,750000,35000,20.45,1461.0,83.8,5.0,9,0,1,0,0,0,1,0,0,1,1,0,0,0,0,2844
1882,800000,35000,20.45,1461.0,83.8,5.0,10,0,1,0,0,0,1,0,0,1,1,0,0,0,0,2844
1883,350000,156000,11.57,2179.0,138.1,7.0,14,0,1,0,0,0,1,0,0,1,1,0,0,0,0,300
1884,200000,90000,22.74,796.0,47.3,5.0,12,0,0,0,1,0,1,0,0,1,1,0,0,0,0,2844
1885,150000,60000,17.0,1405.0,70.0,5.0,17,0,1,0,0,0,1,0,0,1,0,0,0,0,1,2844
1886,800000,36000,19.01,1461.0,108.5,5.0,9,0,1,0,0,0,1,0,0,1,1,0,0,0,0,2844
1887,350000,20000,21.1,814.0,55.2,5.0,8,0,0,0,1,0,1,0,0,1,0,0,1,0,0,2844
1888,350000,160000,13.93,2179.0,138.0,7.0,14,0,1,0,0,0,1,0,0,1,1,0,0,0,0,177
1889,250000,185000,12.7,2609.0,116.6,9.0,19,0,1,0,0,0,1,0,0,1,1,0,0,0,0,2844
1890,170000,110000,17.0,1405.0,71.0,5.0,15,0,1,0,0,0,1,0,0,1,0,0,1,0,0,2844
1891,395000,10800,25.17,799.0,53.3,5.0,7,0,0,0,1,0,1,0,0,1,1,0,0,0,0,2844
1892,450000,120000,15.96,2523.0,62.1,7.0,13,0,1,0,0,0,1,0,0,1,1,0,0,0,0,2844
1893,500000,15000,20.89,1197.0,81.8,5.0,6,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1099
1894,200000,67500,12.2,1948.0,68.0,10.0,13,0,1,0,0,0,1,0,0,1,1,0,0,0,0,637
1895,1200000,30000,17.6,2179.0,153.86,7.0,8,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1099
1896,400000,50000,25.32,1198.0,77.0,6.0,9,0,1,0,0,0,1,0,0,1,1,0,0,0,0,2844
1897,650000,100000,18.49,1493.0,100.0,7.0,9,0,1,0,0,0,1,0,0,1,1,0,0,0,0,175
1898,550000,150000,15.96,2523.0,63.0,9.0,9,0,1,0,0,0,1,0,0,1,1,0,0,0,0,2844
1899,1100000,110000,16.0,2179.0,140.0,7.0,10,0,1,0,0,0,1,0,0,1,1,0,0,0,0,142
1900,254999,30000,22.74,796.0,47.3,5.0,13,0,0,0,1,0,1,0,0,1,1,0,0,0,0,313
1901,180000,60000,19.7,796.0,46.3,5.0,14,0,0,0,1,0,1,0,0,1,1,0,0,0,0,64
1902,160000,255000,13.0,2489.0,95.0,8.0,15,0,1,0,0,0,1,0,0,1,0,0,1,0,0,637
1903,225000,120000,16.52,1991.0,123.7,5.0,17,0,1,0,0,0,1,0,0,1,0,0,1,0,0,2844
1904,270000,49900,22.74,796.0,47.3,5.0,10,0,0,0,1,0,1,0,0,1,0,0,1,0,0,306
1905,310000,86000,21.12,1248.0,88.8,5.0,13,0,1,0,0,0,1,0,0,1,1,0,0,0,0,177
1906,225000,71850,20.63,1198.0,67.0,5.0,10,0,0,0,1,0,1,0,0,1,1,0,0,0,0,313
1907,300000,95000,21.2,1248.0,75.0,5.0,10,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1099
1908,250000,70000,17.5,1298.0,85.8,5.0,17,0,0,0,1,0,1,0,0,1,0,1,0,0,0,300
1909,180000,35000,21.1,814.0,55.2,5.0,14,0,0,0,1,0,1,0,0,1,1,0,0,0,0,637
1910,550000,50000,20.85,1197.0,83.14,5.0,10,0,0,0,1,0,1,0,0,1,1,0,0,0,0,550
1911,300000,120000,13.6,2523.0,63.0,7.0,18,0,1,0,0,0,1,0,0,1,0,0,0,0,1,2844
1912,900000,145000,22.7,1582.0,126.2,5.0,10,0,1,0,0,0,1,0,0,1,1,0,0,0,0,637
1913,254999,190000,19.465309615957125,19.465309615957125,1.0,19.465309615957125,13,0,1,0,0,0,1,0,0,1,0,0,0,0,1,637
1914,1530000,40000,16.0,2179.0,138.0,7.0,7,0,1,0,0,0,1,0,0,1,1,0,0,0,0,637
1915,590000,110000,27.39,1248.0,74.0,5.0,10,0,1,0,0,0,1,0,0,1,1,0,0,0,0,550
1916,170000,112000,17.3,1061.0,57.5,5.0,17,0,0,1,0,0,1,0,0,1,0,0,1,0,0,550
1917,2600000,70000,20.38,1968.0,143.0,5.0,8,0,1,0,0,0,1,0,1,0,1,0,0,0,0,637
1918,475000,110000,23.2,1248.0,73.94,5.0,9,0,1,0,0,0,1,0,0,1,1,0,0,0,0,550
1919,700000,29000,24.0,1186.0,73.97,5.0,7,0,1,0,0,0,1,0,0,1,1,0,0,0,0,550
1920,376000,60000,18.9,998.0,67.1,5.0,14,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1099
1921,100000,120000,19.465309615957125,19.465309615957125,1.0,19.465309615957125,23,0,0,0,1,0,1,0,0,1,0,1,0,0,0,2844
1922,75000,46000,16.1,796.0,37.0,4.0,21,0,0,0,1,0,1,0,0,1,0,1,0,0,0,177
1923,440000,120000,11.79,2179.0,120.0,8.0,13,0,1,0,0,0,1,0,1,0,0,0,0,0,1,306
1924,390000,80000,20.51,998.0,67.04,5.0,9,0,0,0,1,0,1,0,0,1,1,0,0,0,0,550
1925,725000,159000,12.8,2494.0,102.0,7.0,13,0,1,0,0,0,1,0,0,1,0,0,1,0,0,637
1926,325000,110000,15.96,2523.0,62.1,7.0,13,0,1,0,0,0,1,0,0,1,0,0,1,0,0,2844
1927,170000,75000,19.7,796.0,46.3,5.0,15,0,0,0,1,0,1,0,0,1,0,0,1,0,0,2844
1928,215000,120000,19.3,1248.0,73.9,5.0,15,0,1,0,0,0,1,0,0,1,0,0,0,0,1,64
1929,350000,110000,17.0,1497.0,118.0,5.0,15,0,0,0,1,0,1,0,0,1,0,0,0,0,1,64
1930,80000,80000,18.0,995.0,62.0,5.0,16,0,0,0,1,0,1,0,0,1,0,1,0,0,0,637
1931,195000,80000,21.1,814.0,55.2,5.0,13,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1099
1932,280000,85000,19.465309615957125,19.465309615957125,1.0,19.465309615957125,14,0,1,0,0,0,1,0,0,1,1,0,0,0,0,2844
1933,335000,71000,21.64,1461.0,84.8,5.0,11,0,1,0,0,1,0,0,0,1,1,0,0,0,0,2844
1934,475000,108000,16.0,2179.0,140.0,7.0,14,0,1,0,0,1,0,0,0,1,1,0,0,0,0,2844
1935,484999,75000,19.87,1461.0,83.8,5.0,10,0,1,0,0,1,0,0,0,1,1,0,0,0,0,306
1936,650000,22000,21.56,1462.0,103.25,5.0,7,0,0,0,1,0,1,0,0,1,0,0,1,0,0,2844
1937,1850000,76131,13.22,2967.0,241.4,5.0,11,0,1,0,0,0,1,0,1,0,1,0,0,0,0,637
1938,700000,30000,18.6,1197.0,81.83,5.0,7,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1099
1939,3000000,65000,12.07,2967.0,241.4,7.0,11,0,1,0,0,0,1,0,1,0,1,0,0,0,0,300
1940,900000,60000,15.4,2523.0,75.0,7.0,7,0,1,0,0,0,1,0,0,1,1,0,0,0,0,2844
1941,350000,80000,22.07,1199.0,73.9,5.0,12,0,1,0,0,0,1,0,0,1,1,0,0,0,0,64
1942,285000,80000,9.0,2997.0,218.0,5.0,20,0,0,0,1,0,1,0,1,0,0,0,1,0,0,2844
1943,1850000,70000,12.07,2967.0,241.4,7.0,13,0,1,0,0,0,1,0,1,0,1,0,0,0,0,2844
1944,750000,51777,24.3,1248.0,88.5,5.0,8,0,1,0,0,1,0,0,0,1,1,0,0,0,0,637
1945,1650000,64788,0.0,2179.0,115.0,5.0,12,0,1,0,0,1,0,0,1,0,1,0,0,0,0,2844
1946,600000,20000,19.5,1199.0,88.76,5.0,7,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1099
1947,565000,19000,18.78,999.0,75.0,5.0,7,0,0,0,1,0,1,0,0,1,1,0,0,0,0,49
1948,86000,46951,18.5,796.0,53.0,5.0,25,0,0,0,1,0,1,0,0,1,1,0,0,0,0,637
1949,329000,19000,20.63,1198.0,67.0,5.0,9,0,0,0,1,0,1,0,0,1,1,0,0,0,0,637
1950,650000,50000,22.77,1498.0,98.59,5.0,9,0,1,0,0,0,1,0,0,1,1,0,0,0,0,2844
1951,822000,60000,19.67,1582.0,126.2,5.0,10,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1099
1952,345000,100000,19.01,1461.0,108.45,5.0,12,0,1,0,0,0,1,0,0,1,0,0,1,0,0,2844
1953,30000,10000,17.3,993.0,60.0,5.0,24,0,0,0,1,0,1,0,0,1,1,0,0,0,0,2844
1954,330000,50000,22.9,1248.0,74.0,5.0,13,0,1,0,0,0,1,0,0,1,0,0,1,0,0,2844
1955,300000,74537,20.51,998.0,67.04,5.0,11,0,0,0,1,0,1,0,0,1,0,0,1,0,0,2844
1956,200000,90000,12.6,1586.0,103.3,5.0,16,0,0,0,1,0,1,0,1,0,0,0,1,0,0,313
1957,200000,80000,19.465309615957125,19.465309615957125,1.0,19.465309615957125,13,0,1,0,0,0,1,0,0,1,0,0,1,0,0,2844
1958,90000,70000,18.0,995.0,62.0,5.0,15,0,0,0,1,0,1,0,0,1,0,0,1,0,0,300
1959,200000,80000,18.9,1061.0,67.0,5.0,15,0,0,0,1,0,1,0,0,1,0,0,1,0,0,2844
1960,550000,35000,24.4,1120.0,71.0,5.0,9,0,1,0,0,0,1,0,0,1,1,0,0,0,0,2844
